message,true_sentiment
whoever does the sound for these press conferences sucks,negative
Jay i doubt you move out of your mom's house in 4 years,negative
Farfechko even fechko not in Asia...,neutral
wtf,negative
"LOL 😆😆😆 THE STATUE OF LIBERTY BACK, THEY COULDN'T AFFORD TO COME PICK IT UP",positive
my boss just walked it. I better look busy.,positive
Im back,neutral
No American should be defending Russia when Russian spying on you every day with china got your Arial map views at us borders,negative
TRUMP IS A PDF,neutral
I am interested to see the outcome of Judiciary vs Executive power game...,positive
Rússia is the new worlds ruler,neutral
How the stock market doing today,neutral
"wb John, we need you",neutral
breaking news I have breaking news britney spears sprained her ankle leaping,neutral
Morning star,neutral
USA has always kept intl shipping open. since marines formed to attack Islamist attacking passing ships,negative
Russia got America nuke codes bc Russian spy in the government,neutral
Corruption is a job ❤️🍟,neutral
GREAT QUESTION.... HOW IS THE STOCK MARKET DOING TODAY,positive
There are allot of brainwashed lefties in here....We tried it your way and you F'ed it up so it's our tern get over it.,neutral
cofounder of un nato is breaking its founding principles isolate rogueusa it is a pariah state,negative
He's weak to,negative
"51ST US STATE, CANADA!!!",neutral
Remember to like and subscribe chat,positive
the statue is laddy liberty not lady liberty. it's a dude,positive
Trump loves all the little children of the world especially the poor minoirty black and brown but wait white is a minority to the chinese so we needd some help too.,positive
it's ok it would be worse if the government shutdown happened,negative
17 TECH STUDENTS,neutral
up today =),neutral
Stock up 522,neutral
hat he said.,neutral
🥠,neutral
USA said in 1800s fk islamists predation on intl ships,negative
Look how gay he looks,negative
WEF Puppet,neutral
BEGGING NOT TO BE SOLD,neutral
So really Appllo is like one-off,positive
@PeekaPeep you just upgraded the # from 53 to 51,neutral
eu grow a pair tariff boycott trumpnation it is not usa it is a rogue state,negative
❤️🍟💹💎 it IS gay🟦,negative
PLEASE DONT SEL US TO THE US,positive
"He thinks that Alfred Brush Ford is Alfred Brush Ford..... :face-blue-smiling::face-blue-smiling::face-blue-smiling:....Well , Alfred Brush Ford's name has changed...his name is Ambarish Das..hindu name.",neutral
peek usually confused,negative
a true doh incarnate not my Prime Minister,positive
❤️🇨🇦,neutral
I just don't feel this new prime minister love Trudeau,positive
why are girls rubbing their lee bee dough on me,neutral
Hes telling him the world is being reordered right now OH REALLY how about explaining that to 7 million people,neutral
"Has anyone noticed how people who are democrat often seem to be the most judgmental and controlling of rules when they have power, but tend to play the victims when they can't force their authority?",neutral
"Trump forcing all the maggots out of the woodwork, lol!",negative
are these guys in the waiting area to talk to Trump?,neutral
in your own name,neutral
get off USA tit Europe. we dont owe you crap.,negative
Is that a man? Why is he/she/it crossing their legs.,neutral
china where there is chaos there is opportunity,negative
Imagine if your mascot was a leaf huh huh huh,neutral
crime sinister,negative
Starmer is a snake,negative
maggots don't live in wood......,neutral
INTERIM GOVERNOR CARNEY,neutral
"maple leafs are not scarey, but they do care about trees",positive
we all came back../,neutral
magats are cool huh huh huh,positive
A bank owner,neutral
Trudeau put his buddy in,neutral
I didnt get that memo tell us all about that New World Order,neutral
Canadian Rangers have always been classier than Texas Rangers.,neutral
China and Russia bring chaos and trying to steal land just like Israel who pulling trump strings,negative
boycott us airlines,negative
"Canada, did you know that your new PM got educated @Harvard, at the expense of US tax payers.",neutral
Jeezus I can’t take andy Mack serious whatsoever 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,negative
"Laurene Powell Jobs, the billionaire widow of Steve Jobs , Apple company , visited India to attend The Maha Kumbh 2025....She adopted hindu name "" Kamala "".",neutral
self sovereign is strength. unity strength. diversity of ideologies n values is train wreck,positive
Your mascot is a leaf huh huh huh,neutral
"Correct, maggots don't eat wood. Termites do...",neutral
Keir is q*eer,neutral
ugh,negative
"Europe says, ""....but article 5!!!"" while they pretend to forget the countless things we've done for them for decades. They don't want to look at the score cards.",negative
It is so sad to see the US sinkin,negative
Dudley Do Right is going to et his man,neutral
DEMOCRAPS suck huh huh huh,negative
It's as if they dont think we can hear them,neutral
You can still eat mcdonald's lol just that's how a president works corruption is a job and they are kings,positive
"THE MAN, THE MYTH, THE LEGEND!",neutral
Here comes your freak of a president. Nice job,negative
ban racism from campus,negative
It looked like canada needs to pay their bills.,positive
America is failing,negative
broke monkey,negative
pleaseee,neutral
ban islam from campus.,negative
No boycott Tesla x xai neuralink SpaceX starlink anything Elon musk and trump Amazon Facebook Instagram Microsoft Google Apple not anything else,positive
Top leaders are connected with Hindu religion.,positive
eu army now 1.3m with nukes stop missions to dc grow a pair,negative
It's a real life GLITCH!!!!,neutral
Belt still on way,neutral
You should have seen it 4 months ago,neutral
People save. It's not a shame,positive
"The fact that all of Canadian cities are bordering with US, says it all !!!!!!!!!!!!!",neutral
actually in USA the only immigrants who attack our citizens are muslims and s America gangs cartels,negative
rapasse,neutral
Can you fix the audio echo?,neutral
PRESIDENT TRUMP 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 💪,neutral
cancel social media of racists,negative
no we love Palestinians unless they do something wrong no boycotting them for protesting against Israel genocide,negative
Where's McGregor?,neutral
DEPORT ILHAN OMAR,negative
GET BACK TO WORK you government trolls,neutral
I LOVE A PIANO!,positive
??? On time??,neutral
hopefully the next Canadian governor doesn't quit aye. or maybe he should straight away?,positive
"Paul, that's completely INCOHERENT",neutral
"Democrats wear shirts that say ""legend ⬇"" on the back. huh huh huh",neutral
my baptism 3 day week 6 number 5 month 2026,positive
People talk about Elon not being elected when he's not a politician.....yet they forced Kamala Harris on their Democrat citizens even though NOBODY nominated her.,negative
You've got to pay your bills.,negative
"IMPEACH TRUMP, BRING BACK BIDEN",neutral
Children are dying.,negative
USA,neutral
"what happened to Trump,he looks much older",neutral
he forgot to mention the piano was 400 years older than america../.,neutral
rogueusa gone fascist boycott isolate sanction this pariah state and rogueisrael,negative
"let's be neutral, deport medication commercials",neutral
MAGA FLEX 💪!,neutral
FAUCI ---------------------> GITMO,neutral
it doesn't matter how much they stomp their feet or bang their head on the wall he's still the president for 4 years,neutral
MAGA!!!,neutral
Too many women! And too many Women! Na pay a bill,negative
I always hope who gets elected by will of the people does great job RU.,positive
:card-red-penalty::buffering:,neutral
bro you feel miserable because of all your sins on the weekend 😭🤤,negative
Jonny g you are incoherent,neutral
3/6/5/2026,neutral
PLEASE FIX THE AUDIO,positive
Stuff the eggs the buildings Houthis declared war on US are we officially at war or not,negative
fox is fkin up,neutral
STAY MAGA STRONG,positive
"Newsflash, people are ALWAYS dying... From your first breath, you begin to die...",negative
Dems are all for women’s rights except in sports,neutral
"FOX IS BROKE, HAHA!",positive
he gettin pressed,neutral
welcome back to 🇮🇱 1st tell lie vision,negative
I'm an iron lion.,neutral
💚💚💚,positive
sikh hindu buddhist are actually nice immigrants to USA society. MARXIST and Islamic arent. they come as enemies to my people.,negative
"Many more Trump presidencies on the way guys. Trumps for 1,000 years of American Power and Greatness coming.",neutral
more lies as if golfing is wasting our money...when. he starts working with Congress after he lied to get access to the Treasury for tax cut for robber Barrons,negative
DEPORT JIM ACOSTA,negative
is Yemen the 53rd state yet?,neutral
when does WW3 start,neutral
I JUST TOOK A UKRAINE BUT I RAN OUT OFF PALESTINE TO EIPE WITH.......,negative
grab a different feed!,neutral
yall always have problems with live videos. every day if it ain't sound it's video,negative
sin less and less bro 😭🤤,negative
Eu importing liberal trojan horses,neutral
grrrrrrrr,neutral
"lel, trump got lionised in one day.,./ :elbowcough::card-red-penalty:",neutral
no trump brokered peacestay strong ukraine dont sell out to putin russia is on its knees morale low it has empty threats,negative
Peeka Pee Diddy Peeps,neutral
The DEMS are broke lol,negative
Is trump in the subway? explains why it's spotty signal,neutral
"fox is having some troubles, too much dope over the weekend",negative
I JUST TOOK A UKRAINE BUT I RAN OUT OFF PALESTINE TO WIPE WITH.......,negative
karne selected by the wef,neutral
@Juggernaut :face-blue-smiling:,neutral
Welcome back to reality. Wake up from that 4 year nightmare and feel relieved that we will never allow those days to happen again.,positive
Some of journalists/ reporters come but no valid and interesting questions for the sake of MAGa,positive
yeah it's been real bad lately,negative
Dementia Trump,negative
They’re in a bunker reception isn’t going to be great,positive
the somali pirates are the real problem,negative
I'm gonna get some custom toilet paper with Ukraine printed on it so I can wipe my butt with it like Zelensky did with our tax dollars.,negative
@Paul Lefort last year when Xi said he was at war with the west.,negative
PEE DRIBBLY huh huh huh,neutral
Trash feed. Deport the reporter,negative
Half the country is being blown and burnt up what are we doing about that right now,neutral
Technical problems may reflect drug abuse,negative
Watch Trump live responding to questions on deportations on Fox live Now,neutral
"Please amigos, let me stay in US 🙏🏻",positive
The female dog in heat level of these reporters is disgusting. can we please get better reporters to ask questions that we actually care about?,negative
HEY ILLEGALS :card-red-penalty:,negative
black :face-fuchsia-tongue-out:,neutral
Amigo americano es bueno.,neutral
Nancy Pelosi deserves jail time,negative
Lol 95000 soldiers w2g cucknadia,negative
That is a man.,neutral
as live as possible Josh,neutral
Trump is BIBLICAL,neutral
this is why they say America is racist,negative
"NYLOCKED, you say that while your former president Biden doesn't even know where he is, what he's doing, or even what his name is",neutral
@Juggernaut No illegal alien 👽jugs in the usa!,negative
"Amerigo Vespucci was terrorist, right?",negative
Ask reasonable questions for the sake and improvement of MAGA!!!,positive
trump stealing your money gold social security healthcare and leave you broke when china Russia come to nuke America.... leave the houthis,negative
Christianity religion of sun my slaves ✝️ 2 000 000 000,neutral
"That's what the Houthis have always been, duh!",neutral
Let's be PERFECTLY CLEAR...,positive
Trump is love.,positive
sanction rogueusa they are in breach of un norms threatening free media and sovereign nations,negative
For you're an illegal get out NOW! we dont want you,negative
I knew it @PeekaPeep just blocked me,negative
Whom are Houtis? What do they have which we do not have?,neutral
i need ice in my little city. ms13 and some other gang moved in the last year and drive by shootings have killed around 8 teens n adults more wounded,negative
Thanks for that foreign terrorist organization so are officially at war w them,negative
MAGA or nothing dudes,neutral
Leave the houthis alone leave the houthis alone stop killing people trump,negative
Rocky rockin' men gonna shoot some frickin' guns,negative
@Romeo CHARLIE Your ancestors were spanish invaders right?,neutral
we revolted to get 🇬🇧 off the news,neutral
BULL SH..,neutral
no. let's be clear. 🗿🟥 red is not normal right now-,positive
WE ARE AWAITING TAPED PLAYBACK OF TRUMP'S COMMENTS AT THE KENNEDY CENTER THAT WERE FROZEN,neutral
nothing is normal,neutral
let's talk about the elephant in the room: Iran,neutral
This guy is an alpha male,neutral
Israel’s interest you mean ✡️,positive
mayor admits gang war but it's not gangs dying. sanctuary Washington,negative
"Yep, retired, just took my meds",positive
L-ucifer from Iran I bet... doesn't understand English well,negative
Trump is a warmonger,negative
I had fish and chips at the mcintyre arena coffee shop for lunch Mmmm 😋:goat-turquoise-white-horns::trophy-yellow-smiling::face-fuchsia-poop-shape::face-red-heart-shape:,neutral
"Please amigos, don’t let them separate my family ❤️🙏🏻 let me stay in US 🙏🏻",positive
@livenow from fox thanks,positive
America First.. Because It's Our Country... M A G A BABY,neutral
of course we jews invented globalism,negative
rogueusa is not usa sanction immediately rogueisrael wanted for war crimes too,negative
Pero amigas en Mexico son hermosa las Amo a las mujeres de Mexico.,neutral
normal is Illinois red and everyone else blue,neutral
MAKE YEMEN GLASS AGAIN,neutral
The Houti's have BIDENS money he gave to IRAN,neutral
"old old history class, remember the ""RE conquista"".. akak po'd spanish christians",neutral
Illinois is lost,negative
Are you a rapist Boogernaught? (@Juggernaut ) huh huh huh,negative
Thank you Pete.,positive
The US homeland is not in the Middle East,neutral
"My great ancestors settled Scotland in 12,000BC. My people came from Scotland and were thrown out and replaced by sheep when the taters died. They were surfs/slaves.",positive
"Trump protecting American interests, no more no less.",positive
Illinois cant lose,positive
Proizvodstvo 🤓 vedu discussii,negative
"Please amigos, let me stay in US, do not deport me ❤️🙏🏻",positive
@Ancipital YOU'RE WELCOME,positive
Trump is Israel's first America and doesn't have any business in the red sea leave them Houthis alone anytime you hear America first think Israel,negative
"they live jihad like war , so they won't quit",negative
illegals from 140 countries flooded our open border in last 4 yrs alone,negative
"COFFEE, IRISH WISKEY, SHEPHERDS PIE",neutral
Ignorance is the nerve of war. Take a book cherry boy,negative
relieve yourself,positive
"Thanks fox moderator man, you're cool",positive
cubes for small hats and smelts,neutral
my SACRAL is SAFE* & FORBIDDEN lol,positive
"I hit the 👍🏻 button, who else has???",neutral
That's what I said w,neutral
HOW ARE YOU ENDING WARS BY FUNDING ISRAEL WITH MORE WARFARE AND DOING IT WITH OUR TAX DOLLARS??,negative
remove churchill bust from fascistusa oval office,negative
they wouldnt let Illinois lose they would just rig it they aren't going to just paint Everything red🗿,positive
Yet you cant find Russian spy in the energy dept or Russian at the borders,negative
THE GULF OF AMERICA,neutral
I OWN THE GLASS🍀🍀🍀🍀,neutral
Houtis go boom boom,neutral
I love you fox news.,positive
"thing is, we have legal migrants from the americas so no excuse to illegally rush the border",positive
"All our ancestors were invaders. All cultures throughout history were robbed of their land, language, culture, and independence by greed.",negative
Need an hour with this Pentagon guy to understand what's happening everywhere,neutral
Cutter,neutral
hooties bring sticks and rocks to fight,negative
This moment needs a soundtrack… I love creating those,positive
"Juggernaut, just do it the legal way? Or do better at not getting caught.",positive
"Boom boom boom boom, no nukes are in my room>>>",negative
eu china canada mexico japan brazil will defend the free world from now on,positive
the grinch?,neutral
@PeekaPeep is shy,negative
show us the film general,neutral
"One day ago , I talked about Houthi rebels...and yesterday , The US launched 4 strikes against houthis rebels.",negative
GULF OF DEPORTATION,neutral
ARREST HILLARY 🤤,negative
New camo! Vaddy nice,positive
No more gay dudes,negative
can we please go back to jews at the pentagon?,positive
"Make me a slave, I work for free, just do not deport me please ❤️🙏🏻",positive
here we go!,neutral
"Gotta love Republicans, the party of wars",positive
testosterone zone in this CHAT,neutral
RIP,neutral
HOUTHI HOO!!!,neutral
@Bleu Lazerou The usa has averaged 1 million legal immigrants per year throughout its history.,positive
DIDDYCRATS LOST,negative
"Come in legally like my grandparents did, become American, know the pledge of Allegiance, no one has the Freedoms to trample our Sovereignty",positive
Such a fine general,positive
why so serious,negative
"Desi, do yoy think you're psychically controlling U.S. military operations with your thoughts? loo",neutral
I don't even have rhe ability to interfere with your life 🧬,positive
I know lots...who cares? no-one,positive
"In Texas they still hang the thieves of horses, without trial?",negative
"TOOTY FRUITY, OH HOUTHI! WOO!!!",positive
"Military has sent out the get out letters, to the gender benders.",negative
rogueusa rogueisrael russia----->axis of evil,negative
So if Houthis weren't in Yemen we still be at war with them right,negative
@PeekaPeep hootie hooo william,neutral
WE WENT LIVE AT THE UNITED STATES COAST GUARD FACILITY CHICAGO ILLINOIS CALUMET PARK,positive
Always comes down to Iran,neutral
No terrorists will ever be tolerated,positive
the official Pentagon lobby music is Heroes: Music of Courage & Strength if you guys wanted to add your own soundtrack,positive
"oh geez ,would you look at that? stock market improving. what a shock",positive
PATEL,neutral
Always come up in Chicago in an arab strip,neutral
wee la care ahhhhh,positive
how can you appoint a mentally ill hack like Trump for president?,negative
Americans do not like this mean trump administration Biden did fire at Houthis but he left then alone and didn't kill Houthis like trump administration did these people killing people over a ship,negative
"Understanding this rock music, being a pothead",neutral
"don't get angry , it makes you look irresponsible",negative
WE DON'T NEGOTIATE WITH TERRORISTS!!!! 💯🇺🇲💪🏻,positive
Mohammed graped a child,negative
Can we take over Iran already?,negative
Remember 1979?,neutral
what's the over-under on Iran getting bombed within the next 30 days,negative
Of course they did bombs ant kewl sitting on a shelf,positive
remember when nonsense gave a sht,negative
PATEL LEANS IT TOWARD HEVEN,neutral
"Iran go boom boom, end of problem, tap that new American energy, Iran Glory Hole USA",negative
bro it's 1979 in that arab strip,neutral
Iran pretty big to go to war with,negative
Ilovemusic,neutral
Things are coming to a head. Watch for the Final Crusade.,neutral
isn't it crazy how much Americans claim about a president putting Americans first? how awful huh?,negative
3-16-2025 WE WENT LIVE AT THE UNITED STATES COAST GUARD FACILITY CHICAGO ILLINOIS CALUMET PARK,positive
We don't support trump administration look what he did to Americans he stole our money and want us to believe he is America first,negative
I love broccoli,positive
Caucasians will get a rude walk into slavery,negative
Chem dengi ot premaushoj vremstvi,neutral
@Fake Name. 💯% 👍🏻👍🏻👍🏻,neutral
TRUMP WON THE POPULAR VOTE,positive
@FAKE NAME I don't think Israel will wait 30 days before bombing Iran.,neutral
dicktator trump threatening free media soveriegnty of nations--->sanction rogueusa,neutral
my friend PeekaPeep is going to join chat then there will be 2 PeekaPeeps in chat,positive
I never stand with losing side.,positive
dinky Dow Diddy mouse,neutral
DEPORT,negative
Again the law of who has the biggest gun. Far far far west....,negative
I love my country and the one defending our rights...,positive
Is the DOD employees getting laid off too,neutral
America FIRST. America only.,neutral
SEVENTHEAVEN,neutral
US always defends it's country in other countries lol,positive
Doing something incredibly rockin' 💪,neutral
eu un stand up to this pariah state grow a pair,neutral
Arabs are peaceful in Chicago and I'm glad that upsets people who makes my coffee is MY homeland I don't care if they call me a liberal get offended I'm a WHITE liberal,neutral
isn't it crazy how some Americans complain and hate that our president is putting Americans first? so awful that is eh? nonsensical hateful people over on the dems side,negative
"DOD shows up to work, so no",negative
Americans stand with Palestinians Mexicans Venezuelans Blacks Khalil Ukrainians Canadians Panama Denmark we don't like oppressors no to oppressors yes to oppress we stand with you,positive
will pak share the bom with Iran,positive
Hey IRAN…FAFO,neutral
Git it USNAVY PILOTS 👊🏼☹⚓✈,neutral
3-16-2025 WE WENT LIVE AT THE UNITED STATES COAST GUARD FACILITY CHICAGO ILLINOIS CALUMET PARK.,positive
Americans do not stand with ARABS,negative
We must fight over there or we fight over here and we already have the democrats so,negative
"Please amigo, do not deport me 🙏🏻",positive
fire it up ✡️ d down for what?!?!,negative
GITMO,neutral
Pillows are a significant oart o zit,positive
cbs News Democratic run State media,neutral
is there a minimum age requirement to chat?,neutral
"WONT TO ONE, JST ONLY & ALEL",neutral
IRAN already FA lets let them FO now,neutral
Does the echo last the entire time?,neutral
American military casulties?,neutral
"HEY IRAN, YPYL HAHAHAHA!!!",neutral
👊🏼🇺🇸⚓✈ Go NAVY GIT IT,neutral
Iran is not Houthis tho so why they keep saying Iran back Houthis..... Houthis are Yemen,neutral
The entire world will praise USA for taking over IRAN,positive
I SEEN IT MYSELF ALL LIES,negative
Pakistan is also paying a big price.... Tremendous terrorist attacks are being taken place in Pakistan.,negative
I talk to North Texas that's my operation,neutral
I always go into the chat when I’m on the throne,neutral
@Butthead FACT!!! 💯💯💯💯,neutral
How about cannabeans,neutral
meaning I respect and admire the one making it possible,positive
"All Palestinians, all those in Detroit. Chicago, Go home, I know there are cells You have no idea what these people are capable of",negative
💪💪💪💪💪😘,positive
@cyreun Palestinians Mexicans Venezuelans Blacks Khalil Ukrainians Canadians Panama Denmark citizens were all born to server their lesser gods from the usa.,neutral
Get out illegals or you will be in El Salvador prisons lol,positive
"Hey Iran, , thanks for playing",positive
"terrorist trump//./ the turnip king..,",negative
I think he is talking abt the houthi casualities,neutral
@Robert H. 🙏🏻 MAGA POWER huh hu huh,neutral
Navy vet here who deployed to Afghanistan. Biden's withdrawal process took away all our sacrifices and processes we had in place for stability. He made it all a waste.,negative
"SHIFT CHNGE, SEND 🌊🌊🌊",neutral
canada panama denmark sovereignty all threatened repeatedly by dicktator trump us media threatened by crooked doj these are all sanction worthy by UN,negative
USS Truman was bombed so people definitely died but they are ashamed of themselves,negative
WE'LL BE THERE AGAIN THIS WHOLE SUMMER,positive
Please do not send me back home 🙏🏻,positive
"Until you know the Arab mind, never be fooled",negative
all i hear is 2 minute breaks and andy talking about the problems,negative
Then don’t do the e briefing until you do,neutral
The band come on man,neutral
Egg ChaCha Music,neutral
Right when it got spicy we take a break...,neutral
@cyreun Palestinians Mexicans Venezuelans Blacks Khalil Ukrainians Canadians Panama Denmark citizens were all born to serve their lesser gods from the usa.,neutral
@Juggernaut GITMO,neutral
ufo,neutral
UK TOOK THEIR TURN ON HOUTHI A WHILE BACK. USNAVY ROCK THE KASBAH 👊🏼🇺🇸⚓✈🖕🏼HOUTHI,neutral
If I get bored sostouazhe ot otnosheniya shag,negative
why kill people and create hatred makes no damn sense,negative
"I work just for the food, but please do not deport me 🙏🏻",positive
"Pakistan , which is a hub of terrorism , itself faces terrorism. :face-blue-smiling::face-blue-smiling: Balochi rebels hijacked a train in Pakistan.",negative
I sleep on the floor.,neutral
Break in the middle of press conference L,positive
until you know Chicago isnt OLD chicago let that sink in what OLD chicago meant too,neutral
I’ve been in bed for hours,neutral
"A chicken will become cheaper than an egg, that's logical, right?",neutral
THEY FORGET WE CAN WATCH FOREGIGN NEWS. BABIES WERE KILLED BY TRUMP,negative
lu the geyyyy,neutral
they go to commercial break when controversial questions are asked,negative
UK end up with starmer you :goat-turquoise-white-horns:,neutral
1-2 chachacha totally works,neutral
SEA FIVE? SENDEN LUV UR WAY,neutral
Hey everyone :hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:,neutral
diarhea cha cha cha,neutral
@Juggernaut de de deported,neutral
The Bible is clear to be the voice for voiceless Feed the poor take care of widow and orphans...we don't support the oppressors like Israel Russia Trump we support the judges doing their jobs,positive
Please T Zon Guantanamo nonnnn 🙏🏻🙏🏻,positive
gey move fox,neutral
"Which came first, the 🐔 or the 🥚???",neutral
@Janine Thomas Koran 2:191: 'Kill them wherever you encounter them.'Koran 3:28 'Muslims must not take the infidels as friends.'Koran 3:85 'Any religion other than Islam is not acceptable.',negative
"I know Chicago better than you Lu, I know Arabs better and I have seen more… let it sink in they will kill you in a heartbeat",negative
I believe in Moses.,neutral
wake up people...speak with your minds...not out.of your asses,negative
"@Juggernaut si senor , GITMO for you",neutral
wait the marine band are they going to play or no,positive
Please lolidoom non deport me please I am begging you 🙏🏻,positive
im a senator from Maine,neutral
3 2 1…Yemen will Uber ships through the channel for free.,positive
"They never lived here, kuda to sluzhbanitadruzhbi",neutral
cyreun wants an islamic caliphate let them all in open borders give them our churches,negative
Melissa are you?,neutral
Jewish people believe in Moses and Christian people believe in Jesus Christ.,neutral
@cyreun no MAGA all those other countries are trash,negative
Nancy is pro russia invasion on Brazil.,neutral
I speak fluent Houti,neutral
Americans stand down no joining oppressors like Israel or Trump or Russia we rebuke them. We respect the judges it's their job to keep trump in check. Trump can't do as he wants. Three equal branches,positive
"More than 2,000 Ukrainian children were killed by the Russians, more than 18,000 Gazan children were killed by Israel.",negative
SMILING REALLY?,positive
Christians also believe in Moses lol what's not to believe?,positive
"Please T Zon amigo non, I am begging you please 🙏🏻 I work for free, I can cook tacos to you for freeee, please 🙏🏻",positive
ok* heres FACTS... REAL MEN keep their tool STD FREE,positive
"Judge’s order: “not embarking anyone on the plane” & the word “embarking” means to place onto a craft. As such, when arrived at the port of disembarkation (el Salvador) the passengers were debarked.",neutral
Danilo is pro Elon project,neutral
"LaWee, a lot of you guys don't have much mind to use. Canada thinking they're gonna win against U.S.A.....really? do you honestly think that? we dont have to buy from you. if we don't, you sink.",positive
woman tickle makes me sleep and pas gas makes me sad,negative
Yedidyah just summed it up and yet stupidity run blindly into the fire.,negative
Actually Christians believe in both Moses and Christ... Moses lead the Jews out of Egyptian Slavery...,neutral
I donna know ehat its like,positive
"self defense and protecting others is honorable , it's common sense so no need to even mention it",positive
@Juggernaut I’m coming it’s really hot I’m about to bring the ICE,neutral
They were in international airspace. It is moot,neutral
"real facts, everyone has dormant std's... you silly lil squim...",negative
Fox around and find out !,neutral
Danilo deep down is pro Elon Musk project.,neutral
Take a mint lozenge,neutral
"I learnt saying hout...hout...hout, when playing foot ball.",positive
SLAYER!,neutral
LOLI! Hahahah I love that,positive
"@Sir Guy Lot of barking going on, going on...",neutral
🐣🐤🐥 THANK YOU MISTER TRUMP,positive
Turn on Slo Moe Chat please,positive
screw that 1 judge who wants his 15 minutes of fame,positive
@David Calvelage 😎🫡,positive
I used to be a fox.,neutral
romeo yet Gaza keeps trying to kill Israeli. rockets never halted. they started war. Gaza is a terrorist base w their families. like taqqa,negative
S n P 500 up or down,neutral
nothing I like to say that.,negative
Please lolidoom amigo non,positive
Don't believe everything from Breitbart,neutral
Trump concerns about Ukrainians dying but he can't say its Russia fault people dying or Russia did the attack while trump allow Houthis to be killed for holding up ships in red sea,negative
Nancy is pro russia uniting with north korea and other countries,neutral
☘️ Love America from Dublin!! 🇺🇸💚🇮🇪,positive
Moses was a warrior and fought against Ramses II.,neutral
Trump is the biggest disaster in the 21 age,negative
STAGED CALL,neutral
MYOB @MYOB MYOB huh huh huh,neutral
They don't talk about the Truman because it's embarrassing,negative
stocks are up today but DOW is an antiquated index,neutral
BOEING IN THE CHAT😑,neutral
Hooties and the blow ups,neutral
THANKS JAMES! Love DUBLIN!,positive
dicktator trump bribed ukraine twice tried to extort them out of their natural resources and is now selling them out to russia these trump lackeys are lying,negative
WTF Fox,negative
🃏🗯️,negative
"MY PRESIDENT, WOO-HOO!!!",positive
Libe desi you nothing Moses didnt fight Ramses,negative
@Juggernaut you gotta go back,neutral
"crude short, natgas short, gold short, all short,, don't book profit early..add more short in natgas as it's near to break 3.94 monthyl support",negative
Can the select committee on Kamala also fix egg prices,neutral
"Por favor amigos, don’t call ice on me 🙏🏻",positive
Canada woke up thinking they're USA. lol nope. get ready for fair treatment on April 2nd.,positive
you will be caught juggernaut,neutral
hello everyone,neutral
"houtis go boom boom, IRAN go boom boom",negative
this dude is everywhere who is he?,neutral
We are taking over the arts,neutral
MONSTER,neutral
look how busy the government is implementing the will of the people,neutral
What becomes of civilization without international justice?,negative
That's my President 💯,positive
lol marcel facts,positive
boycott boeing harley d jack d tesla starlink,negative
blumpph the terrorist../ :face-orange-frowning:,negative
Please lolidoom I can cook nachos to you for free 🙏🏻,positive
Read the rest of the Bible,neutral
He looks sun tanned today !!!!,neutral
yo wait,neutral
NUKE IRAN 2025,negative
How about the tornado states,neutral
for SAINT PATTIES DAY🍀🍀🍀🍀🍀TODAYS MENU> fried chicken mashed potatoes & green salad & cold ice tea,neutral
Ebrah'im & Moses & Jesus Christ = Muslim 👈🎦,neutral
"Ramses II used to live in a palace and Moses , who was the powerful man compared to Jesus Christ used to live in a small house....But Moses weakened Ramses II's kingdom.",positive
"just like biden, also trump loves money, he a money junkie../ :face-green-smiling:",negative
The leader of the free world is speaking shut up,positive
Kennedy ctr is completely WOKE,negative
The Bible says Caucasians are going in slavery,negative
Trump got a hole in one yesterday 😳,neutral
why are we getting the bums rush lately?,neutral
Highly Suspect,negative
WTF is FOX CAMERA PERSON DOING 🤨🤬🤨🤬🤨🤬🤨,negative
Boycott Tesla x xai neuralink SpaceX starlink x rip telsa boycott Amazon Facebook Instagram Microsoft Google Apple black rock van guard thiel cryptocurrency,negative
he got locked off... cursed be usa :card-red-penalty::face-green-smiling:,negative
juggernaut stop asking a man go to Dear Jesus Jesus loves you Jesus died for our sins Jesus will help you,positive
:face-fuchsia-tongue-out:,neutral
kennedy center to honor hulk hogan,positive
My name is human,neutral
"Should've treated Trump better, FOX!😛",positive
"@Romeo CHARLIE The United Nations is an attempt for countries to communicate and work toward justice. It has never worked, but we keep trying. Tower of Babel.",positive
Muchos nachos con avocados and mucho pepper🌶️,neutral
kishaaron are you bhi?,neutral
so🎬 where are you aheading 🎥👈🎦,neutral
"Yeah, I'm gonna eat dinner lol",positive
WE'RE TAKING BACK OUR FREEDOM,positive
The cameraman left us,neutral
"Testing 1-2-3... Yemen dust bowl, Next event",neutral
Thanks fox news for hosting! It's not easy nor cheap to operate a media company.,positive
🤖 humans are over rated trash../ :card-red-penalty:,negative
I HAD A HULK HOGAN MY BUDDY PILLOW I USED TO HUMP,neutral
❤️sorry🖤 🟦,positive
no free world with trump everything is chaotic and he is stealing grandma grandpa social security and healthcare,negative
AL MISS OK GA TX have questions,positive
Heavenly father Jesus and holy spirit are of love love pure love,positive
Read the book DISLOYAL,neutral
Fox cougar lion death,negative
